May 22 09:22:15.673 VTTY: Console port: waiting connection on tcp port 5003 for protocol IPv6 (FD 10)
May 22 09:22:15.674 VTTY: Console port: waiting connection on tcp port 5003 for protocol IPv4 (FD 11)
May 22 09:22:15.686 slot0: C/H/S settings = 0/4/32
May 22 09:22:15.686 slot1: C/H/S settings = 0/4/32
May 22 09:22:15.956 C3745_BOOT: starting instance (CPU0 PC=0xffffffffbfc00000,idle_pc=0x6026e7b8,JIT on)
May 22 09:22:15.956 CPU0: CPU_STATE: Starting CPU (old state=2)...
May 22 09:22:16.095 ROM: Microcode has started.
May 22 09:22:16.099 ROM: trying to read bootvar 'WARM_REBOOT'
May 22 09:22:16.099 CPU0: IO_FPGA: write to unknown addr 0x30, value=0x0, pc=0xffffffff80a9d228 (size=1)
May 22 09:22:16.099 CPU0: IO_FPGA: read from unknown addr 0x30, pc=0xffffffff80a9d23c (size=1)
May 22 09:22:16.136 CPU0: IO_FPGA: read from unknown addr 0x6, pc=0x6026eef8 (size=2)
May 22 09:22:16.137 CPU0: IO_FPGA: read from unknown addr 0x10000a, pc=0x60276800 (size=2)
May 22 09:22:16.137 CPU0: IO_FPGA: write to unknown addr 0x10000a, value=0x0, pc=0x60276810 (size=2)
May 22 09:22:16.137 ROM: unhandled syscall 0x00000047 at pc=0x60a9e9bc (a1=0x80007dac,a2=0x00000010,a3=0xbfb00000)
May 22 09:22:16.313 ROM: trying to read bootvar 'RANDOM_NUM'
May 22 09:22:16.326 CPU0: IO_FPGA: write to unknown addr 0x2e, value=0x20, pc=0x60283d28 (size=2)
May 22 09:22:17.446 ROM: unhandled syscall 0x0000003e at pc=0x60a9e9bc (a1=0x80007d9c,a2=0x00002580,a3=0x64590000)
May 22 09:22:17.446 ROM: unhandled syscall 0x00000047 at pc=0x60a9e9bc (a1=0x80007da4,a2=0x00000000,a3=0x64590000)
May 22 09:22:17.828 ROM: trying to read bootvar 'BOOT'
May 22 09:22:17.828 ROM: trying to read bootvar 'CONFIG_FILE'
May 22 09:22:17.828 ROM: trying to read bootvar 'BOOTLDR'
May 22 09:22:17.828 ROM: trying to read bootvar 'RSHELF'
May 22 09:22:17.828 ROM: trying to read bootvar 'DSHELF'
May 22 09:22:17.828 ROM: trying to read bootvar 'DSHELFINFO'
May 22 09:22:17.828 ROM: trying to read bootvar 'RESET_COUNTER'
May 22 09:22:17.828 ROM: trying to read bootvar 'CHRG_LOCRECSN'
May 22 09:22:17.828 ROM: trying to read bootvar 'CHRG_ID'
May 22 09:22:17.828 ROM: trying to read bootvar 'SLOTCACHE'
May 22 09:22:17.828 ROM: trying to read bootvar 'OVERTEMP'
May 22 09:22:17.828 ROM: trying to read bootvar 'DIAG'
May 22 09:22:17.828 ROM: trying to read bootvar 'WARM_REBOOT'
May 22 09:22:17.918 CPU0: IO_FPGA: read from unknown addr 0x16, pc=0x60819334 (size=2)
May 22 09:22:17.918 CPU0: MTS: read  access to undefined address 0x3c080022 at pc=0x60818f30 (size=1)
May 22 09:22:17.918 CPU0: MTS: read  access to undefined address 0x3c08002b at pc=0x60818f74 (size=1)
May 22 09:22:17.918 CPU0: MTS: write access to undefined address 0x3c08002b at pc=0x60818f80, value=0x00000020 (size=1)
May 22 09:22:17.918 CPU0: MTS: read  access to undefined address 0x3c08002b at pc=0x60818f84 (size=1)
May 22 09:22:17.918 CPU0: MTS: write access to undefined address 0x3c08002b at pc=0x60818f8c, value=0x00000000 (size=1)
May 22 09:22:17.918 CPU0: MTS: read  access to undefined address 0x3c08002b at pc=0x60818f98 (size=1)
May 22 09:22:17.918 CPU0: MTS: write access to undefined address 0x3c08002b at pc=0x60818fa4, value=0x00000040 (size=1)
May 22 09:22:17.918 CPU0: MTS: read  access to undefined address 0x3c080023 at pc=0x60818fb8 (size=1)
May 22 09:22:17.918 CPU0: MTS: write access to undefined address 0x3c080023 at pc=0x60818fc4, value=0x00000000 (size=1)
May 22 09:22:17.918 CPU0: MTS: read  access to undefined address 0x3c080023 at pc=0x60818fd0 (size=1)
May 22 09:22:17.918 CPU0: MTS: write access to undefined address 0x3c080023 at pc=0x60818fe0, value=0x00000080 (size=1)
May 22 09:22:17.918 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x6081adac (size=1)
May 22 09:22:17.918 CPU0: MTS: write access to undefined address 0x3c000002 at pc=0x6081adb8, value=0x00000080 (size=1)
May 22 09:22:17.918 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x6081adbc (size=1)
May 22 09:22:17.959 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x6081ade4 (size=1)
May 22 09:22:18.004 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x6081ade4 (size=1)
May 22 09:22:18.053 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x6081ade4 (size=1)
May 22 09:22:18.112 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x6081ade4 (size=1)
May 22 09:22:18.207 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x6081ade4 (size=1)
May 22 09:22:18.257 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x6081ade4 (size=1)
May 22 09:22:18.257 CPU0: MTS: write access to undefined address 0x3c080007 at pc=0x608190cc, value=0x00000002 (size=1)
May 22 09:22:18.257 CPU0: MTS: write access to undefined address 0x3c080008 at pc=0x608190d4, value=0x00000002 (size=1)
May 22 09:22:18.257 CPU0: MTS: write access to undefined address 0x3c080009 at pc=0x608190dc, value=0x00000002 (size=1)
May 22 09:22:18.257 CPU0: MTS: write access to undefined address 0x3c08000a at pc=0x608190e0, value=0x00000002 (size=1)
May 22 09:22:18.257 CPU0: MTS: write access to undefined address 0x3c08000b at pc=0x608190e4, value=0x00000002 (size=1)
May 22 09:22:18.257 CPU0: MTS: write access to undefined address 0x3c08000c at pc=0x608190e8, value=0x00000002 (size=1)
May 22 09:22:18.257 CPU0: MTS: read  access to undefined address 0x3c080022 at pc=0x60819f6c (size=1)
May 22 09:22:18.321 CPU0: IO_FPGA: read from unknown addr 0x10000a, pc=0x60283dd4 (size=2)
May 22 09:22:18.321 CPU0: IO_FPGA: write to unknown addr 0x10000a, value=0x1000, pc=0x60283ddc (size=2)
May 22 09:22:18.321 CPU0: IO_FPGA: read from unknown addr 0x10000a, pc=0x60283dd4 (size=2)
May 22 09:22:18.321 CPU0: IO_FPGA: write to unknown addr 0x10000a, value=0x2000, pc=0x60283ddc (size=2)
May 22 09:22:18.417 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286c60: bus=0,device=1,function=0,reg=0x3c
May 22 09:22:18.417 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286c64: bus=0,device=1,function=0,reg=0x3c
May 22 09:22:18.417 CPU0: PCI: write request (data=0x00400000) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x3c
May 22 09:22:18.417 CPU0: PCI: write request (data=0x00400000) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x3c
May 22 09:22:18.417 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286c60: bus=0,device=1,function=0,reg=0x3c
May 22 09:22:18.417 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286c64: bus=0,device=1,function=0,reg=0x3c
May 22 09:22:18.417 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x3c
May 22 09:22:18.417 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x3c
May 22 09:22:18.455 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286c60: bus=0,device=2,function=0,reg=0x3c
May 22 09:22:18.455 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286c64: bus=0,device=2,function=0,reg=0x3c
May 22 09:22:18.455 CPU0: PCI: write request (data=0x00400000) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=2,function=0,reg=0x3c
May 22 09:22:18.455 CPU0: PCI: write request (data=0x00400000) for device 'ti2050b' at pc=0x60286b38: bus=0,device=2,function=0,reg=0x3c
May 22 09:22:18.456 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286c60: bus=0,device=2,function=0,reg=0x3c
May 22 09:22:18.456 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286c64: bus=0,device=2,function=0,reg=0x3c
May 22 09:22:18.456 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=2,function=0,reg=0x3c
May 22 09:22:18.456 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286b38: bus=0,device=2,function=0,reg=0x3c
May 22 09:22:18.503 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286c60: bus=0,device=1,function=0,reg=0x00
May 22 09:22:18.503 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286c64: bus=0,device=1,function=0,reg=0x00
May 22 09:22:18.503 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286c60: bus=0,device=1,function=0,reg=0x40
May 22 09:22:18.503 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286c64: bus=0,device=1,function=0,reg=0x40
May 22 09:22:18.503 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x04
May 22 09:22:18.503 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x04
May 22 09:22:18.503 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x0c
May 22 09:22:18.503 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x0c
May 22 09:22:18.503 CPU0: PCI: write request (data=0x00040100) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x18
May 22 09:22:18.503 PCI: PCI bridge 0,1,0 -> pri: 00, sec: 01, sub: 04
May 22 09:22:18.503 CPU0: PCI: write request (data=0x00040100) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x18
May 22 09:22:18.503 PCI: PCI bridge 0,1,0 -> pri: 00, sec: 01, sub: 04
May 22 09:22:18.503 CPU0: PCI: write request (data=0x02801f00) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x1c
May 22 09:22:18.503 CPU0: PCI: write request (data=0x02801f00) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x1c
May 22 09:22:18.503 CPU0: PCI: write request (data=0x4d704d00) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x20
May 22 09:22:18.503 CPU0: PCI: write request (data=0x4d704d00) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x20
May 22 09:22:18.503 CPU0: PCI: write request (data=0x00014d01) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x24
May 22 09:22:18.503 CPU0: PCI: write request (data=0x00014d01) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x24
May 22 09:22:18.503 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x30
May 22 09:22:18.503 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x30
May 22 09:22:18.503 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x3c
May 22 09:22:18.503 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x3c
May 22 09:22:18.503 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x40
May 22 09:22:18.503 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x40
May 22 09:22:18.503 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x64
May 22 09:22:18.503 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x64
May 22 09:22:18.503 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x68
May 22 09:22:18.503 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x68
May 22 09:22:18.503 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0x04
May 22 09:22:18.503 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0x04
May 22 09:22:18.503 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=1,function=0,reg=0xf0
May 22 09:22:18.503 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60286b38: bus=0,device=1,function=0,reg=0xf0
May 22 09:22:18.503 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286c60: bus=0,device=2,function=0,reg=0x00
May 22 09:22:18.503 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286c64: bus=0,device=2,function=0,reg=0x00
May 22 09:22:18.503 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286c60: bus=0,device=2,function=0,reg=0x40
May 22 09:22:18.503 CPU0: PCI: read request for device 'ti2050b' at pc=0x60286c64: bus=0,device=2,function=0,reg=0x40
May 22 09:22:18.503 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=2,function=0,reg=0x04
May 22 09:22:18.503 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60286b38: bus=0,device=2,function=0,reg=0x04
May 22 09:22:18.503 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=2,function=0,reg=0x0c
May 22 09:22:18.503 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60286b38: bus=0,device=2,function=0,reg=0x0c
May 22 09:22:18.503 CPU0: PCI: write request (data=0x00080500) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=2,function=0,reg=0x18
May 22 09:22:18.503 PCI: PCI bridge 0,2,0 -> pri: 00, sec: 05, sub: 08
May 22 09:22:18.503 CPU0: PCI: write request (data=0x00080500) for device 'ti2050b' at pc=0x60286b38: bus=0,device=2,function=0,reg=0x18
May 22 09:22:18.503 PCI: PCI bridge 0,2,0 -> pri: 00, sec: 05, sub: 08
May 22 09:22:18.503 CPU0: PCI: write request (data=0x02803f20) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=2,function=0,reg=0x1c
May 22 09:22:18.503 CPU0: PCI: write request (data=0x02803f20) for device 'ti2050b' at pc=0x60286b38: bus=0,device=2,function=0,reg=0x1c
May 22 09:22:18.503 CPU0: PCI: write request (data=0x4df04d80) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=2,function=0,reg=0x20
May 22 09:22:18.503 CPU0: PCI: write request (data=0x4df04d80) for device 'ti2050b' at pc=0x60286b38: bus=0,device=2,function=0,reg=0x20
May 22 09:22:18.503 CPU0: PCI: write request (data=0x00014d81) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=2,function=0,reg=0x24
May 22 09:22:18.503 CPU0: PCI: write request (data=0x00014d81) for device 'ti2050b' at pc=0x60286b38: bus=0,device=2,function=0,reg=0x24
May 22 09:22:18.503 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=2,function=0,reg=0x30
May 22 09:22:18.504 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60286b38: bus=0,device=2,function=0,reg=0x30
May 22 09:22:18.504 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=2,function=0,reg=0x3c
May 22 09:22:18.504 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60286b38: bus=0,device=2,function=0,reg=0x3c
May 22 09:22:18.504 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=2,function=0,reg=0x40
May 22 09:22:18.504 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286b38: bus=0,device=2,function=0,reg=0x40
May 22 09:22:18.504 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=2,function=0,reg=0x64
May 22 09:22:18.504 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286b38: bus=0,device=2,function=0,reg=0x64
May 22 09:22:18.504 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=2,function=0,reg=0x68
May 22 09:22:18.504 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60286b38: bus=0,device=2,function=0,reg=0x68
May 22 09:22:18.504 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=2,function=0,reg=0x04
May 22 09:22:18.504 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60286b38: bus=0,device=2,function=0,reg=0x04
May 22 09:22:18.504 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60286b2c: bus=0,device=2,function=0,reg=0xf0
May 22 09:22:18.504 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60286b38: bus=0,device=2,function=0,reg=0xf0
May 22 09:22:18.629 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069ce5c (size=1)
May 22 09:22:18.630 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069ce80, value=0x00000008 (size=1)
May 22 09:22:18.630 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x6069cea0 (size=1)
May 22 09:22:18.630 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x6069cea8, value=0x00000002 (size=1)
May 22 09:22:18.630 CPU0: MTS: read  access to undefined address 0x3c080005 at pc=0x6069cebc (size=1)
May 22 09:22:18.630 CPU0: MTS: write access to undefined address 0x3c080005 at pc=0x6069cef8, value=0x00000000 (size=1)
May 22 09:22:18.630 CPU0: MTS: read  access to undefined address 0x3c080025 at pc=0x60676ae0 (size=1)
May 22 09:22:18.630 CPU0: MTS: write access to undefined address 0x3c080025 at pc=0x60676aec, value=0x00000000 (size=1)
May 22 09:22:18.631 CPU0: MTS: read  access to undefined address 0x3c080026 at pc=0x60676bf0 (size=1)
May 22 09:22:18.631 CPU0: MTS: write access to undefined address 0x3c080026 at pc=0x60676e20, value=0x00000002 (size=1)
May 22 09:22:18.631 CPU0: MTS: read  access to undefined address 0x3c08001f at pc=0x60676f6c (size=1)
May 22 09:22:18.631 CPU0: MTS: write access to undefined address 0x3c08001f at pc=0x60676f78, value=0x00000000 (size=1)
May 22 09:22:18.631 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc18 (size=1)
May 22 09:22:18.631 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cc20, value=0x00000000 (size=1)
May 22 09:22:18.631 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc40 (size=1)
May 22 09:22:18.631 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cc48, value=0x00000000 (size=1)
May 22 09:22:18.631 CPU0: MTS: read  access to undefined address 0x3c080002 at pc=0x6069cc5c (size=1)
May 22 09:22:18.631 CPU0: MTS: write access to undefined address 0x3c080002 at pc=0x6069cce8, value=0x00000004 (size=1)
May 22 09:22:18.631 CPU0: MTS: read  access to undefined address 0x3c08001f at pc=0x6067697c (size=1)
May 22 09:22:18.631 CPU0: MTS: read  access to undefined address 0x3c080003 at pc=0x6069ce5c (size=1)
May 22 09:22:18.631 CPU0: MTS: write access to undefined address 0x3c080003 at pc=0x6069ce80, value=0x00000008 (size=1)
May 22 09:22:18.631 CPU0: MTS: read  access to undefined address 0x3c080006 at pc=0x6069cea0 (size=1)
May 22 09:22:18.631 CPU0: MTS: write access to undefined address 0x3c080006 at pc=0x6069cea8, value=0x00000002 (size=1)
May 22 09:22:18.631 CPU0: MTS: read  access to undefined address 0x3c080006 at pc=0x6069cebc (size=1)
May 22 09:22:18.631 CPU0: MTS: write access to undefined address 0x3c080006 at pc=0x6069cef8, value=0x00000000 (size=1)
May 22 09:22:18.631 CPU0: MTS: read  access to undefined address 0x3c080003 at pc=0x6069cc18 (size=1)
May 22 09:22:18.631 CPU0: MTS: write access to undefined address 0x3c080003 at pc=0x6069cc20, value=0x00000000 (size=1)
May 22 09:22:18.631 CPU0: MTS: read  access to undefined address 0x3c080003 at pc=0x6069cc40 (size=1)
May 22 09:22:18.631 CPU0: MTS: write access to undefined address 0x3c080003 at pc=0x6069cc48, value=0x00000000 (size=1)
May 22 09:22:18.631 CPU0: MTS: read  access to undefined address 0x3c080003 at pc=0x6069cc5c (size=1)
May 22 09:22:18.631 CPU0: MTS: write access to undefined address 0x3c080003 at pc=0x6069cce8, value=0x00000004 (size=1)
May 22 09:22:18.632 CPU0: MTS: read  access to undefined address 0x3c080003 at pc=0x6069ce78 (size=1)
May 22 09:22:18.632 CPU0: MTS: write access to undefined address 0x3c080003 at pc=0x6069ce80, value=0x00000002 (size=1)
May 22 09:22:18.632 CPU0: MTS: read  access to undefined address 0x3c080006 at pc=0x6069ced4 (size=1)
May 22 09:22:18.632 CPU0: MTS: write access to undefined address 0x3c080006 at pc=0x6069cedc, value=0x00000001 (size=1)
May 22 09:22:18.632 CPU0: MTS: read  access to undefined address 0x3c080006 at pc=0x6069cef0 (size=1)
May 22 09:22:18.632 CPU0: MTS: write access to undefined address 0x3c080006 at pc=0x6069cef8, value=0x00000000 (size=1)
May 22 09:22:18.632 CPU0: MTS: read  access to undefined address 0x3c080003 at pc=0x6069cc18 (size=1)
May 22 09:22:18.632 CPU0: MTS: write access to undefined address 0x3c080003 at pc=0x6069cc20, value=0x00000000 (size=1)
May 22 09:22:18.632 CPU0: MTS: read  access to undefined address 0x3c080003 at pc=0x6069cc74 (size=1)
May 22 09:22:18.632 CPU0: MTS: write access to undefined address 0x3c080003 at pc=0x6069cc7c, value=0x00000000 (size=1)
May 22 09:22:18.632 CPU0: MTS: read  access to undefined address 0x3c080003 at pc=0x6069cc90 (size=1)
May 22 09:22:18.632 CPU0: MTS: write access to undefined address 0x3c080003 at pc=0x6069cce8, value=0x00000001 (size=1)
May 22 09:22:18.633 CPU0: PCI: read request for device 'NM-1FE-TX(1)' at pc=0x60286c60: bus=1,device=0,function=0,reg=0x00
May 22 09:22:18.633 CPU0: PCI: read request for device 'NM-1FE-TX(1)' at pc=0x60286c64: bus=1,device=0,function=0,reg=0x00
May 22 09:22:18.633 CPU0: PCI: read request for device 'NM-1FE-TX(1)' at pc=0x60286c60: bus=1,device=0,function=0,reg=0x00
May 22 09:22:18.633 CPU0: PCI: read request for device 'NM-1FE-TX(1)' at pc=0x60286c64: bus=1,device=0,function=0,reg=0x00
May 22 09:22:18.633 CPU0: PCI: write request (data=0x4d000000) for device 'NM-1FE-TX(1)' at pc=0x60286b2c: bus=1,device=0,function=0,reg=0x14
May 22 09:22:18.633 NM-1FE-TX(1): registers are mapped at 0x4d000000
May 22 09:22:18.633 CPU0: PCI: write request (data=0x4d000000) for device 'NM-1FE-TX(1)' at pc=0x60286b38: bus=1,device=0,function=0,reg=0x14
May 22 09:22:18.633 NM-1FE-TX(1): registers are mapped at 0x4d000000
May 22 09:22:18.633 CPU0: PCI: write request (data=0x00000006) for device 'NM-1FE-TX(1)' at pc=0x60286b2c: bus=1,device=0,function=0,reg=0x04
May 22 09:22:18.633 CPU0: PCI: write request (data=0x00000006) for device 'NM-1FE-TX(1)' at pc=0x60286b38: bus=1,device=0,function=0,reg=0x04
May 22 09:22:18.633 CPU0: PCI: write request (data=0x00004000) for device 'NM-1FE-TX(1)' at pc=0x60286b2c: bus=1,device=0,function=0,reg=0x0c
May 22 09:22:18.633 CPU0: PCI: write request (data=0x00004000) for device 'NM-1FE-TX(1)' at pc=0x60286b38: bus=1,device=0,function=0,reg=0x0c
May 22 09:22:18.633 CPU0: PCI: read request for device 'NM-1FE-TX(1)' at pc=0x60286c60: bus=1,device=0,function=0,reg=0x00
May 22 09:22:18.633 CPU0: PCI: read request for device 'NM-1FE-TX(1)' at pc=0x60286c64: bus=1,device=0,function=0,reg=0x00
May 22 09:22:18.633 CPU0: PCI: write request (data=0x00004000) for device 'NM-1FE-TX(1)' at pc=0x60286b2c: bus=1,device=0,function=0,reg=0x0c
May 22 09:22:18.633 CPU0: PCI: write request (data=0x00004000) for device 'NM-1FE-TX(1)' at pc=0x60286b38: bus=1,device=0,function=0,reg=0x0c
May 22 09:22:18.636 NM-1FE-TX(1): fetching init block at address 0x07e18920
May 22 09:22:18.636 NM-1FE-TX(1): rx_ring = 0x07e18980 (64), tx_ring = 0x07e18dc0 (128)
May 22 09:22:18.636 NM-1FE-TX(1): CSR0 = 0x0101
May 22 09:22:18.636 CPU0: PCI: read request for device 'NM-4T(2)' at pc=0x60286c60: bus=5,device=0,function=0,reg=0x00
May 22 09:22:18.636 CPU0: PCI: read request for device 'NM-4T(2)' at pc=0x60286c64: bus=5,device=0,function=0,reg=0x00
May 22 09:22:18.636 CPU0: PCI: read request for device 'NM-4T(2)' at pc=0x60286c60: bus=5,device=0,function=0,reg=0x00
